scenario,mode,strategy,seed_code,seed_value,days_survived,ending_type,ending_cause,encounters_faced,vehicle_breakdowns,final_hp,final_supplies,final_sanity,final_budget_cents,boss.reached,boss_won,miles_traveled,travel_days,partial_travel_days,non_travel_days,avg_mpd,unique_encounters,repairs_spent_cents,bribes_spent_cents,exec_order_active,exec_order_days_remaining,exec_order_cooldown,exposure_streak_heat,exposure_streak_cold,days_with_camp,days_with_repair,travel_ratio,unique_per_20_days,rotation_events,reached_2k_by_150,crossing_events,crossing_permit_uses,crossing_bribe_attempts,crossing_bribe_successes,crossing_detours_taken,crossing_failures,crossing_failure_rate,crossing_bribe_success_rate,day_reason_history,endgame_active,endgame_field_repair_used,endgame_cooldown_days,stop_cap_conversions
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1337,23,"Victory - Boss Defeated","boss.victory",8,1,10,20,2,15000,true,true,2100.0,21,1,1,137.25,8,0,2500,"",0,6,0,0,1,1,0.957,6.96,6,true,3,0,2,2,1,0,0.000,1.000,"||||repair;crossing_pass|||||detour||||||||camp|crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1338,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,9,18,4,15500,true,false,2100.0,21,1,0,137.25,7,0,3500,"",0,0,0,0,0,1,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"|repair|||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1339,22,"Victory - Boss Defeated","boss.victory",7,0,9,20,4,17000,true,true,2100.0,22,0,0,137.25,7,0,3500,"",0,6,0,0,0,0,1.000,6.36,6,true,3,0,3,2,1,0,0.000,0.667,"||||detour|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1340,22,"Victory - Boss Defeated","boss.victory",7,0,8,17,3,17400,true,true,2100.0,21,1,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1341,22,"Victory - Boss Defeated","boss.victory",8,0,10,20,4,15900,true,true,2100.0,22,0,0,137.25,8,0,3500,"",0,0,0,0,0,0,1.000,7.27,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1342,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,4,16900,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1343,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,20,3,16500,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1344,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,19,3,17000,true,false,2100.0,21,1,0,137.25,8,0,3500,"",0,0,0,0,0,0,1.000,7.27,6,true,3,0,3,0,3,0,0.000,0.000,"||||detour|||||detour||||||||detour||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1345,21,"Boss Vote Failed - Game Over","boss_vote_failed",6,0,9,19,4,17000,true,false,2100.0,21,0,0,143.79,6,0,3500,"",0,0,1,0,0,0,1.000,5.71,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1346,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,10,18,4,14800,true,false,2100.0,22,0,0,137.25,8,0,3500,"",0,8,0,0,0,1,1.000,7.27,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||repair|crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1347,24,"Boss Vote Failed - Game Over","boss_vote_failed",10,1,10,18,4,15000,true,false,2100.0,21,1,2,137.25,10,0,2500,"",0,3,0,0,1,1,0.917,8.33,6,true,3,0,2,1,1,0,0.000,0.500,"repair||||crossing_pass|||||crossing_pass|||||||||detour||camp|||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1348,23,"Victory - Boss Defeated","boss.victory",8,1,10,19,2,12900,true,true,2100.0,22,0,1,137.25,8,3100,3500,"",0,0,0,0,0,1,0.957,6.96,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||repair||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1349,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,20,4,15500,true,false,2100.0,22,0,1,137.25,8,0,3500,"",0,0,0,0,0,0,0.957,6.96,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1350,22,"Victory - Boss Defeated","boss.victory",8,0,10,15,4,16000,true,true,2100.0,22,0,0,137.25,8,0,3500,"",0,0,0,0,0,0,1.000,7.27,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1351,22,"Victory - Boss Defeated","boss.victory",6,0,10,18,4,17000,true,true,2100.0,21,0,1,143.79,6,0,3500,"",0,0,0,0,1,0,0.955,5.45,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||camp||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1352,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,3,16500,true,false,2100.0,21,1,0,137.25,8,0,3500,"",0,6,0,0,0,0,1.000,7.27,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1353,22,"Boss Vote Failed - Game Over","boss_vote_failed",6,0,9,19,4,17000,true,false,2100.0,21,0,1,143.79,6,0,3500,"",0,0,0,0,0,0,0.955,5.45,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1354,22,"Victory - Boss Defeated","boss.victory",6,0,10,18,4,17000,true,true,2100.0,22,0,0,137.25,6,0,3500,"",0,5,0,0,0,0,1.000,5.45,6,true,3,0,3,2,1,0,0.000,0.667,"||||detour|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1355,22,"Boss Vote Failed - Game Over","boss_vote_failed",6,2,10,18,4,13800,true,false,2100.0,20,2,0,137.25,6,0,3500,"",0,0,0,0,0,2,1.000,5.45,4,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||repair||repair|crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1356,22,"Victory - Boss Defeated","boss.victory",7,0,9,19,4,16500,true,true,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1357,22,"Victory - Boss Defeated","boss.victory",7,0,9,20,4,17000,true,true,2100.0,21,1,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass|||||detour||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1358,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,17,3,16900,true,false,2100.0,22,0,1,137.25,7,0,3500,"",0,4,0,0,0,0,0.957,6.09,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1359,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,10,18,4,14000,true,false,2100.0,23,0,0,131.29,8,0,3500,"",0,4,0,0,1,1,1.000,6.96,6,true,3,0,3,2,1,0,0.000,0.667,"|||repair|detour|||||crossing_pass||||||||crossing_pass||||camp|",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1360,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,4,16500,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass|||||detour||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1361,22,"Victory - Boss Defeated","boss.victory",7,1,9,19,3,14400,true,true,2100.0,22,0,0,137.25,7,3100,3500,"travel_ban_lite",1,0,0,0,0,1,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||repair;crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1362,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,18,4,16900,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1363,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,8,19,4,15200,true,false,2100.0,21,1,0,137.25,8,2700,3500,"",0,0,0,0,0,1,1.000,7.27,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||repair||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1364,23,"Victory - Boss Defeated","boss.victory",8,0,10,20,2,16900,true,true,2100.0,22,0,1,137.25,8,0,3500,"",0,0,0,0,0,0,0.957,6.96,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass|||||detour||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1365,23,"Victory - Boss Defeated","boss.victory",6,1,9,18,2,16600,true,true,2100.0,22,0,1,137.25,6,0,2500,"",0,0,0,0,0,1,0.957,5.22,5,true,3,0,2,2,1,0,0.000,1.000,"||||repair;crossing_pass|||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1366,22,"Victory - Boss Defeated","boss.victory",6,0,10,19,4,17000,true,true,2100.0,20,1,1,143.79,6,0,3500,"",0,0,0,0,0,0,0.955,5.45,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1367,22,"Boss Vote Failed - Game Over","boss_vote_failed",6,1,10,19,3,15300,true,false,2100.0,21,0,1,143.79,6,0,3500,"",0,0,0,0,0,1,0.955,5.45,4,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||repair|||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1368,24,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,3,15500,true,false,2100.0,22,1,1,131.29,8,0,3500,"",0,0,0,0,1,0,0.958,6.67,7,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass|||||detour||||||||camp||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1369,22,"Victory - Boss Defeated","boss.victory",8,1,9,20,4,16300,true,true,2100.0,22,0,0,137.25,8,0,3500,"",0,0,0,0,0,1,1.000,7.27,6,true,3,0,3,2,1,0,0.000,0.667,"||||detour||||crossing_pass||||||repair|||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1370,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,19,3,16000,true,false,2100.0,21,0,2,143.79,7,0,3500,"",0,0,0,1,1,0,0.913,6.09,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass||camp||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1371,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,20,3,17000,true,false,2100.0,22,0,0,137.25,8,0,3500,"",0,0,0,0,0,0,1.000,7.27,7,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1372,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,10,14,4,15300,true,false,2100.0,21,1,0,137.25,7,0,2500,"",0,0,0,0,0,1,1.000,6.36,5,true,3,0,2,2,0,0,0.000,1.000,"||||crossing_pass|repair||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1373,23,"Victory - Boss Defeated","boss.victory",8,2,8,19,4,12300,true,true,2100.0,23,0,0,131.29,8,2700,3500,"",0,0,0,0,0,2,1.000,6.96,8,true,3,0,3,2,1,0,0.000,0.667,"||repair||crossing_pass|||||crossing_pass|||||||repair|detour|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1374,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,18,2,16500,true,false,2100.0,22,0,1,137.25,7,0,3500,"",0,0,0,0,1,0,0.957,6.09,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||||||camp|crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1375,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,10,17,4,15500,true,false,2100.0,22,1,0,131.29,7,0,3500,"",0,2,0,1,1,1,1.000,6.09,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||repair||detour|||||camp|||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1376,22,"Victory - Boss Defeated","boss.victory",8,0,10,20,4,15500,true,true,2100.0,22,0,0,137.25,8,0,3500,"",0,4,0,0,0,0,1.000,7.27,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1377,23,"Victory - Boss Defeated","boss.victory",6,0,8,18,3,16500,true,true,2100.0,22,0,1,137.25,6,0,3500,"",0,0,0,0,0,0,0.957,5.22,4,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1378,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,16,4,16400,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,4,0,0,0,0,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1379,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,10,18,3,16500,true,false,2100.0,22,0,1,137.25,7,0,3500,"book_panic",1,0,0,0,0,1,0.957,6.09,6,true,3,0,3,3,0,0,0.000,1.000,"repair|||||crossing_pass||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1380,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,18,2,18000,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,9,0,0,0,0,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1381,23,"Victory - Boss Defeated","boss.victory",7,0,10,19,2,16500,true,true,2100.0,22,0,1,137.25,7,0,3500,"",0,0,0,0,1,0,0.957,6.09,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||camp|||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1382,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,3,15900,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1383,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,10,19,3,14200,true,false,2100.0,22,0,1,137.25,8,0,3500,"",0,0,0,0,0,1,0.957,6.96,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass|||||detour||||||repair||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1384,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,20,4,16500,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1385,22,"Victory - Boss Defeated","boss.victory",7,0,8,17,3,17000,true,true,2100.0,21,0,1,143.79,7,0,3500,"",0,0,0,0,0,0,0.955,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1386,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,18,4,17000,true,false,2100.0,20,2,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,1,2,0,0.000,0.333,"||||detour||||crossing_pass|||||||||detour||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1387,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,18,2,16500,true,false,2100.0,21,0,2,143.79,7,0,3500,"",0,0,0,0,1,0,0.913,6.09,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass|camp||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1388,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,8,17,3,17900,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,5,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1389,22,"Victory - Boss Defeated","boss.victory",7,0,10,20,3,17400,true,true,2100.0,20,1,1,143.79,7,0,3500,"",0,0,0,0,0,0,0.955,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1390,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,8,20,2,18000,true,false,2100.0,22,1,0,131.29,8,0,2500,"",0,0,0,0,1,0,1.000,6.96,7,true,3,0,2,1,1,0,0.000,0.500,"camp|||||crossing_pass|||||detour||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1391,10,"Collapse (crossing) - Game Over","collapse_crossing",5,0,10,20,9,400,false,false,1250.0,10,0,0,179.74,5,0,1000,"",0,5,0,0,1,0,1.000,5.00,3,false,2,0,1,1,0,1,0.500,1.000,"||||crossing_pass|camp||||crossing_fail",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1392,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,9,20,4,15000,true,false,2100.0,22,0,0,137.25,7,0,3500,"shutdown",2,0,0,0,0,1,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||crossing_pass||||||repair||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1393,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,16900,true,false,2100.0,22,0,1,137.25,8,0,3500,"",0,0,0,0,1,0,0.957,6.96,5,true,3,0,3,1,2,0,0.000,0.333,"||||crossing_pass||camp|||detour||||||||detour|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1394,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,19,4,19000,true,false,2100.0,21,1,0,137.25,8,0,3500,"",0,0,0,1,0,0,1.000,7.27,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1395,22,"Victory - Boss Defeated","boss.victory",8,0,10,19,4,16000,true,true,2100.0,21,1,0,137.25,8,0,3500,"",0,8,0,0,0,0,1.000,7.27,6,true,3,0,3,1,2,0,0.000,0.333,"||||detour||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1396,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,8,19,4,17000,true,false,2100.0,20,2,0,137.25,7,0,3500,"",0,7,0,0,0,0,1.000,6.36,4,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1397,22,"Victory - Boss Defeated","boss.victory",7,1,10,19,3,13900,true,true,2100.0,21,1,0,137.25,7,3100,3500,"",0,0,0,0,0,1,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass||||||repair|||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1398,23,"Victory - Boss Defeated","boss.victory",6,2,10,17,4,13500,true,true,2100.0,23,0,0,131.29,6,0,3500,"",0,0,0,0,1,2,1.000,5.22,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour||||repair||||camp|repair|crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1399,23,"Boss Vote Failed - Game Over","boss_vote_failed",6,0,9,18,2,16000,true,false,2100.0,21,0,2,143.79,6,0,3500,"travel_ban_lite",1,0,0,0,1,0,0.913,5.22,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass|||camp||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1400,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,9,20,3,15300,true,false,2100.0,21,1,0,137.25,7,0,2500,"doe_eliminated",1,0,0,0,0,1,1.000,6.36,5,true,3,0,2,2,0,0,0.000,1.000,"||||crossing_pass|||repair||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1401,23,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,10,18,2,15000,true,false,2100.0,22,0,1,137.25,7,0,3500,"",0,6,0,0,0,1,0.957,6.09,6,true,3,0,3,1,2,0,0.000,0.333,"||||detour|||||detour|||repair|||||crossing_pass|||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1402,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,19,3,16500,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,2,0,0,0,0,1.000,6.36,6,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||crossing_pass|||||||||detour||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1403,22,"Boss Vote Failed - Game Over","boss_vote_failed",9,1,10,19,4,14900,true,false,2100.0,21,1,0,137.25,9,0,3500,"",0,0,0,0,0,1,1.000,8.18,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||repair|crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1404,23,"Victory - Boss Defeated","boss.victory",8,0,10,20,3,16500,true,true,2100.0,21,1,1,137.25,8,0,3500,"",0,4,0,0,1,0,0.957,6.96,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass|camp||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1405,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,4,16500,true,false,2100.0,21,0,1,143.79,7,0,3500,"",0,0,0,0,0,0,0.955,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1406,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,15,4,16500,true,false,2100.0,22,0,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1407,22,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,3,17000,true,false,2100.0,22,0,0,137.25,8,0,3500,"",0,3,0,0,0,0,1.000,7.27,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1408,22,"Victory - Boss Defeated","boss.victory",8,0,9,18,4,17000,true,true,2100.0,21,1,0,137.25,8,0,3500,"",0,0,0,0,0,0,1.000,7.27,5,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1409,22,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,2,19000,true,false,2100.0,21,1,0,137.25,7,0,3500,"",0,0,0,0,0,0,1.000,6.36,6,true,3,0,3,3,0,0,0.000,1.000,"||||crossing_pass|||||crossing_pass||||||||crossing_pass||||",false,false,0,0
"Classic - Aggressive","Classic","Aggressive","CL-ORANGE02",1410,23,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,3,17500,true,false,2100.0,21,0,2,143.79,8,0,3500,"",0,0,0,0,1,0,0.913,6.96,5,true,3,0,3,2,1,0,0.000,0.667,"||||crossing_pass||||detour||||camp|||||crossing_pass|||||",false,false,0,0
